spec_id,brand,short_desc,megapixels,screen_size
www.shopmania.in//1357,fujifilm,"['fujifilm', 'finepix', 'f500exr', 'fujifilm', 'finepix', 'f500exr']",16,3
www.shopmania.in//677,nikon,"['nikon', 'coolpix', 's8000', 'nikon', 'coolpix', 's8000']",2,3
www.shopmania.in//1642,benq,"['benq', 'c1480', 'benq', 'c1480']",14,2.7
www.shopmania.in//1212,olympus,"['olympus', 'pen', 'epl1', 'body']",3,2.7
www.shopmania.in//1091,canon,"['canon', 'ixus', '145']",,2.7
www.shopmania.in//1584,canon,"['canon', 'ixus', '230', 'hs']",1,3
www.shopmania.in//1300,nikon,"['nikon', 'd3100', 'body']",2,3
www.shopmania.in//1183,canon,"['canon', 'eos', '5d', 'mark', 'iii', 'kit', '24105mm']",3,3.2
www.shopmania.in//1316,sony,"['sony', 'cybershot', 'dschx1', 'sony', 'cybershot', 'dschx1']",1,3
www.shopmania.in//1603,genius,"['genius', 'gshot', 'p831', 'genius', 'gshot', 'p831']",8,
www.shopmania.in//1195,canon,"['canon', 'ixus', '510', 'hs']",1,3.2
www.shopmania.in//1341,fujifilm,"['fujifilm', 'x10']",12,2.8
www.shopmania.in//1711,canon,"['canon', 'powershot', 'sx400']",,3
www.shopmania.in//1204,olympus,"['olympus', 'vr370']",16,3
www.shopmania.in//661,olympus,"['olympus', 'tg3']",16,3
www.shopmania.in//1087,canon,"['canon', 'powershot', 'sx700', 'hs']",16,3
www.shopmania.in//1438,canon,"['canon', 'powershot', 'g1x', 'mark', 'ii']",8,3
www.shopmania.in//1592,casio,"['casio', 'exilim', 'hizoom', 'exh15', 'casio', 'exilim', 'hizoom', 'exh15']",1,3
www.shopmania.in//1068,olympus,"['olympus', 'sz31mr']",16,3
www.shopmania.in//929,nikon,"['nikon', 'd800e', 'body']",3,3.2
www.shopmania.in//1273,sony,"['sony', 'dscw330', 'sony', 'dscw330']",1,3
www.shopmania.in//1336,canon,"['canon', 'eos', '600d', 'kit', '18200mm', 'canon', 'eos', '600d', 'kit', '18200mm']",18,3
www.shopmania.in//1418,sony,"['sony', 'cybershot', 'dsct70', 'sony', 'cybershot', 'dsct70']",1,3
www.shopmania.in//641,kodak,"['kodak', 'dc220']",9,2
www.shopmania.in//968,samsung,"['samsung', 'es9']",2,2.4
www.shopmania.in//1398,canon,"['canon', 'ixus', '300hs', 'canon', 'ixus', '300hs']",1,2.7
www.shopmania.in//657,fujifilm,"['fujifilm', 'f600exr']",16,3
www.shopmania.in//1662,canon,"['canon', 'eos', '5d', 'mark', 'iii', 'body']",3,3.2
www.shopmania.in//1232,sony,"['sony', 'nex6', 'body']",1,3
www.shopmania.in//1727,canon,"['canon', 'powershot', 'sx600', 'hs']",16,3
www.shopmania.in//712,vivitar,"['vivitar', 't027', 'vivitar', 't027']",1,2.7
www.shopmania.in//1459,nikon,"['nikon', 'coolpix', 's100']",16,3.5
www.shopmania.in//1009,nikon,"['nikon', 'd5100', 'body']",2,3
www.shopmania.in//1635,pentax,"['pentax', 'mx1']",12,3
www.shopmania.in//1567,canon,"['canon', 'eos', '70d', 'kit', '18135mm']",20,3
www.shopmania.in//1137,casio,"['casio', 'exilim', 'zoom', 'exz90', 'casio', 'exilim', 'zoom', 'exz90']",1,2.7
www.shopmania.in//1072,nikon,"['nikon', 's4150', 'nikon', 's4150']",14,3
www.shopmania.in//694,panasonic,"['panasonic', 'dmcs1']",1,2.7
www.shopmania.in//856,olympus,"['olympus', 't10']",10,2.4
www.shopmania.in//1160,nikon,"['nikon', 'l26']",16,3
www.shopmania.in//1025,panasonic,"['panasonic', 'dmcgf2', 'panasonic', 'dmcgf2']",1,3
www.shopmania.in//1619,samsung,"['samsung', 'nx10', 'samsung', 'nx10']",6,3
www.shopmania.in//905,olympus,"['olympus', 'fe4010', 'olympus', 'fe4010']",12,2.7
www.shopmania.in//1199,olympus,"['olympus', 'fe46', 'olympus', 'fe46']",12,2.7
www.shopmania.in//1121,sony,"['sony', 'nex5r', 'body']",1,3
www.shopmania.in//1571,sony,"['sony', 'cybershot', 'dscwx350']",18,3
www.shopmania.in//1064,sony,"['sony', 'dscqx100']",20,2
www.shopmania.in//952,sony,"['sony', 'dschx9v']",2,3
www.shopmania.in//682,canon,"['canon', 'eos', '700d', 'body']",18,3
www.shopmania.in//1080,sony,"['sony', 'cybershot', 'dscrx100']",2,3
www.shopmania.in//1595,nikon,"['nikon', 'd3000', 'body']",2,3
www.shopmania.in//689,panasonic,"['panasonic', 'dmcft3', 'panasonic', 'dmcft3']",1,2.7
www.shopmania.in//1346,fujifilm,"['fujifilm', 'finepix', 'jx250', 'fujifilm', 'finepix', 'jx250']",14,2.7
www.shopmania.in//1716,canon,"['canon', 'sx40', 'hs']",1,2.7
www.shopmania.in//1653,olympus,"['olympus', 'vr310', 'olympus', 'vr310']",14,3
www.shopmania.in//1487,canon,"['canon', 'eos', '6d', 'kit', '2470mm']",2,3
www.shopmania.in//1038,sony,"['sony', 'cybershot', 'dscw310', 'sony', 'cybershot', 'dscw310']",1,2.7
www.shopmania.in//1192,sony,"['sony', 'nex5t', 'kit', '1650mm']",16,3
www.shopmania.in//1311,canon,"['canon', 'eos', '1200d', 'body']",18,3
www.shopmania.in//1604,casio,"['casio', 'exzs5', 'casio', 'exzs5']",1,2.7
www.shopmania.in//631,sony,"['sony', 'dscs5000']",14,2.7
www.shopmania.in//1491,nikon,"['nikon', 'coolpix', 'p100', 'nikon', 'coolpix', 'p100']",3,3
www.shopmania.in//1184,fujifilm,"['fujifilm', 'finepix', 'z700exr', 'fujifilm', 'finepix', 'z700exr']",12,3.5
www.shopmania.in//1242,panasonic,"['panasonic', 'dmcfh5', 'panasonic', 'dmcfh5']",1,2.7
www.shopmania.in//627,fujifilm,"['fujifilm', 'finepix', 's2500hd', 'fujifilm', 'finepix', 's2500hd']",2,3
www.shopmania.in//1612,samsung,"['samsung', 'pl100']",2,2.7
www.shopmania.in//1096,canon,"['canon', 'digital', 'ixus', '105', 'canon', 'digital', 'ixus', '105']",12,2.7
www.shopmania.in//1583,olympus,"['olympus', 'pen', 'epl5', 'kit', '1442mm']",1,3
www.shopmania.in//1079,canon,"['canon', 'digital', 'ixus', '220', 'hs']",1,2.7
www.shopmania.in//1700,nikon,"['nikon', 'coolpix', 'p7800']",12,3
www.shopmania.in//1350,fujifilm,"['fujifilm', 'xe2']",16,3
www.shopmania.in//1645,panasonic,"['panasonic', 'lumix', 'dmcfz200']",1,3
www.shopmania.in//670,panasonic,"['panasonic', 'lumix', 'dmcfs4', 'panasonic', 'lumix', 'dmcfs4']",1,2.5
www.shopmania.in//1215,nikon,"['nikon', 'df']",16,3.2
www.shopmania.in//934,fujifilm,"['fujifilm', 'x100']",3,2.8
www.shopmania.in//1147,canon,"['canon', 'digital', 'ixus', '130', 'canon', 'digital', 'ixus', '130']",14,2.7
www.shopmania.in//1517,nikon,"['nikon', 'coolpix', 's1100pj', 'nikon', 'coolpix', 's1100pj']",1,3
www.shopmania.in//871,sony,"['sony', 'cybershot', 'dsct99']",1,3
www.shopmania.in//1281,canon,"['canon', 'a2300']",16,2.7
www.shopmania.in//1405,sony,"['sony', 'slta58', 'kit', '1855mm', '55200mm']",1,2.7
www.shopmania.in//1055,canon,"['canon', 'eos', '7d', 'kit', '18135mm']",18,3
www.shopmania.in//963,canon,"['canon', 'powershot', 'sx210', 'canon', 'powershot', 'sx210']",1,3
www.shopmania.in//1540,casio,"['casio', 'exzr10', 'casio', 'exzr10']",1,3
www.shopmania.in//1239,sony,"['sony', 'cybershot', 'dscwx60']",2,2.7
www.shopmania.in//1393,olympus,"['olympus', 'sz14']",14,3
www.shopmania.in//1669,nikon,"['nikon', 'coolpix', 's9600']",16,3
www.shopmania.in//1686,nikon,"['nikon', 'd7000', 'kit', '18105mm']",2,3
www.shopmania.in//975,panasonic,"['panasonic', 'lumix', 'dmcgf1', 'panasonic', 'lumix', 'dmcgf1']",1,3
www.shopmania.in//1043,olympus,"['olympus', 'omd', 'em5', 'body']",1,3
www.shopmania.in//1556,nikon,"['nikon', 'coolpix', 'l29']",1,2.7
www.shopmania.in//1385,nikon,"['nikon', 'l810']",16,3
www.shopmania.in//1444,olympus,"['olympus', 'x40', 'olympus', 'x40']",,
www.shopmania.in//922,olympus,"['olympus', 'sz10', 'olympus', 'sz10']",14,3
www.shopmania.in//1501,fujifilm,"['fujifilm', 'finepix', 'hs25exr']",16,3
www.shopmania.in//1151,panasonic,"['panasonic', 'dmcsz1']",1,3
www.shopmania.in//1628,nikon,"['nikon', 's9200']",16,3
www.shopmania.in//1297,panasonic,"['panasonic', 'lumix', 'dmcfz70']",16,3
www.shopmania.in//1126,casio,"['casio', 'exz370', 'casio', 'exz370']",14,2.7
www.shopmania.in//1576,canon,"['canon', 'eos', '70d', 'body']",20,3
www.shopmania.in//955,olympus,"['olympus', 'sz15']",16,3
www.shopmania.in//1599,canon,"['canon', 'powershot', 'g16']",12,3
www.shopmania.in//1258,canon,"['canon', 'eos', '7d', 'body']",18,3
www.shopmania.in//1608,panasonic,"['panasonic', 'dmctz25']",1,3
www.shopmania.in//847,nikon,"['nikon', 'coolpix']",16,3
www.shopmania.in//1521,panasonic,"['panasonic', 'lumix', 'dmcfp8']",1,2.7
www.shopmania.in//902,kodak,"['kodak', 'az361']",16,3
www.shopmania.in//1167,nikon,"['nikon', 'd3100', 'kit', '1855mm']",2,3
www.shopmania.in//851,sony,"['sony', 'dschx200v']",2,3
www.shopmania.in//914,fujifilm,"['fujifilm', 's4200']",14,3
www.shopmania.in//1188,nikon,"['nikon', '1', 'j2']",1,3
www.shopmania.in//1472,nikon,"['nikon', '1', 'v2']",2,3
www.shopmania.in//693,benq,"['benq', 'c1430', 'benq', 'c1430']",14,3
www.shopmania.in//1219,olympus,"['olympus', 'vg190']",16,
www.shopmania.in//1560,fujifilm,"['fujifilm', 'finepix', 's9600', 'fujifilm', 'finepix', 's9600']",9,2
www.shopmania.in//1130,panasonic,"['panasonic', 'dmcgf3', 'panasonic', 'dmcgf3']",1,3
www.shopmania.in//1425,canon,"['canon', 'eos', '7d', 'kit', '18200mm', 'canon', 'eos', '7d', 'kit', '18200mm']",18,3
www.shopmania.in//1075,sony,"['sony', 'slta37', 'body', 'sony', 'slta37', 'body']",1,2.6
www.shopmania.in//1262,fujifilm,"['fujifilm', 'ax500']",14,2.7
www.shopmania.in//1632,sony,"['sony', 'slta57', 'body', 'sony', 'slta57', 'body']",1,3
www.shopmania.in//1327,samsung,"['samsung', 'pl200']",2,3
www.shopmania.in//892,sony,"['sony', 'cybershot', 'dscw120', 'sony', 'cybershot', 'dscw120']",2,2.5
www.shopmania.in//938,panasonic,"['panasonic', 'dmcfz47']",1,3
www.shopmania.in//1665,samsung,"['samsung', 'pl150']",2,3
www.shopmania.in//650,canon,"['canon', 'digital', 'ixus', '310', 'hs', 'canon', 'digital', 'ixus', '310', 'hs']",1,3.2
www.shopmania.in//1235,nikon,"['nikon', '1', 's1', 'kit', '11275mm', '30110mm']",10,3
www.shopmania.in//1720,kodak,"['kodak', 'm200', 'kodak', 'm200']",10,2.5
www.shopmania.in//1370,olympus,"['olympus', 'vg170']",14,3
www.shopmania.in//1059,canon,"['canon', 'eos', '650d', 'kit', '1855mm', '55250mm']",18,3
www.shopmania.in//1389,nikon,"['nikon', 'd700', 'body']",1,3
www.shopmania.in//1673,nikon,"['nikon', 'coolpix', 'p7100']",1,3
www.shopmania.in//1366,olympus,"['olympus', 'epm1']",3,3
www.shopmania.in//996,samsung,"['samsung', 'pl210']",14,3
www.shopmania.in//1274,nikon,"['nikon', 'd5200', 'body']",1,3
www.shopmania.in//1331,samsung,"['samsung', 'es30']",2,3
www.shopmania.in//1448,canon,"['canon', 'eos', '550d', 'kit', '18135mm']",18,3
www.shopmania.in//885,canon,"['canon', 'eos', '500d', 'body']",1,3
www.shopmania.in//1019,canon,"['canon', 'powershot', 'sx510', 'hs']",12,3
www.shopmania.in//978,fujifilm,"['fujifilm', 'instax', 'mini', '90']",,
www.shopmania.in//1222,olympus,"['olympus', 'vg180']",16,2.7
www.shopmania.in//647,sony,"['sony', 'cybershot', 'dscw710']",1,2.7
www.shopmania.in//1388,samsung,"['samsung', 'nx1000']",3,3
www.shopmania.in//1367,nikon,"['nikon', 'coolpix', '3100', 'nikon', 'coolpix', '3100']",1,1.5
www.shopmania.in//702,panasonic,"['panasonic', 'lumix', 'dmcfp1', 'panasonic', 'lumix', 'dmcfp1']",1,2.7
www.shopmania.in//1058,fujifilm,"['fujifilm', 'hs35exr']",16,3
www.shopmania.in//1408,panasonic,"['panasonic', 'dmctz30']",14,3
www.shopmania.in//1664,samsung,"['samsung', 'st65']",2,2.7
www.shopmania.in//1234,fujifilm,"['fujifilm', 'finepix', 'av100', 'fujifilm', 'finepix', 'av100']",2,2.7
www.shopmania.in//714,sony,"['sony', 'dscqx10']",18,1
www.shopmania.in//1721,nikon,"['nikon', 'd5300', 'kit', '1855mm']",24,3.2
www.shopmania.in//1371,panasonic,"['panasonic', 'dmcfz150']",1,3
www.shopmania.in//939,sony,"['sony', 'cybershot', 'dscrx100', 'iii']",,
www.shopmania.in//1633,canon,"['canon', 'digital', 'ixus', '210', 'canon', 'digital', 'ixus', '210']",14,3.5
www.shopmania.in//1326,samsung,"['samsung', 'sh100']",14,3
www.shopmania.in//1561,nikon,"['nikon', 'coolpix', 'l28']",1,3
www.shopmania.in//1424,sony,"['sony', 'dschx100v']",2,3
www.shopmania.in//1074,nikon,"['nikon', 'coolpix', 's6700']",,3
www.shopmania.in//942,fujifilm,"['fujifilm', 's6800']",2,3
www.shopmania.in//692,samsung,"['samsung', 'st70', 'samsung', 'st70']",2,2.7
www.shopmania.in//1218,olympus,"['olympus', 'fe4000', 'olympus', 'fe4000']",12,2.7
www.shopmania.in//1648,olympus,"['olympus', 'mju', 'tough', '6010', 'olympus', 'mju', 'tough', '6010']",12,2.7
www.shopmania.in//1166,olympus,"['olympus', 'sp600', 'uz', 'olympus', 'sp600', 'uz']",12,2.7
www.shopmania.in//1536,samsung,"['samsung', 'wb150', 'samsung', 'wb150']",2,3
www.shopmania.in//850,olympus,"['olympus', 'sh25mr']",16,3
www.shopmania.in//915,canon,"['canon', 'powershot', 'n']",1,2.8
www.shopmania.in//1023,canon,"['canon', 'eos', '1d', 'mark', 'iv', 'body', 'canon', 'eos', '1d', 'mark', 'iv', 'body']",1,3
www.shopmania.in//1189,canon,"['canon', 'powershot', 'sx120', 'canon', 'powershot', 'sx120']",10,3
www.shopmania.in//1473,canon,"['canon', 'eos', 'kit', '22mm']",18,3
www.shopmania.in//846,canon,"['canon', 'ixus', '155']",20,2.7
www.shopmania.in//1520,canon,"['canon', 'powershot', 'a3500']",16,3
www.shopmania.in//1170,samsung,"['samsung', 'st72']",16,3
www.shopmania.in//1465,fujifilm,"['fujifilm', 'xa1']",16,3
www.shopmania.in//1035,samsung,"['samsung', 'wb250f']",2,3
www.shopmania.in//903,panasonic,"['panasonic', 'dmctz18', 'panasonic', 'dmctz18']",10,3
www.shopmania.in//1259,nikon,"['nikon', 'coolpix', 'l830']",16,3
www.shopmania.in//1127,olympus,"['olympus', 'e5', 'body', 'olympus', 'e5', 'body']",3,3
www.shopmania.in//1598,nikon,"['nikon', 'd600', 'kit', '2485mm']",3,3.2
www.shopmania.in//1432,canon,"['canon', 'ixus', '240', 'hs']",1,3.2
www.shopmania.in//1279,fujifilm,"['fujifilm', 'xpro1']",3,3
www.shopmania.in//1629,casio,"['casio', 'exilim', 'exs12', 'casio', 'exilim', 'exs12']",1,2.7
www.shopmania.in//1296,sony,"['sony', 'cybershot', 'dscw510']",1,2.7
www.shopmania.in//889,canon,"['canon', 'eos', '600d', 'kit', '1855mm', '55250mm', 'canon', 'eos', '600d', 'kit', '1855mm', '55250mm']",18,3
www.shopmania.in//866,sony,"['sony', 'dsctx9']",2,3.5
www.shopmania.in//1150,nikon,"['nikon', 'd5300', 'kit', '18140mm']",24,3.2
www.shopmania.in//1384,samsung,"['samsung', 'nv3', 'samsung', 'nv3']",1,2.5
www.shopmania.in//974,sony,"['sony', 'alpha', 'dslra3000', 'kit', '1855mm']",20,3
www.shopmania.in//1042,canon,"['canon', 'powershot', 'sx500']",16,3
www.shopmania.in//1412,canon,"['canon', 'powershot', 'sx220', 'hs', 'canon', 'powershot', 'sx220', 'hs']",1,3
www.shopmania.in//1107,fujifilm,"['fujifilm', 'finepix', 'hs50', 'exr']",16,3
www.shopmania.in//1557,benq,"['benq', 'c1450', 'benq', 'c1450']",14,2.7
www.shopmania.in//1238,fujifilm,"['fujifilm', 'finepix', 'f80exr', 'fujifilm', 'finepix', 'f80exr']",12,3
www.shopmania.in//1392,sony,"['sony', 'dsctx1', 'sony', 'dsctx1']",2,3
www.shopmania.in//1687,nikon,"['nikon', 'coolpix', 's32']",13,2.7
www.shopmania.in//1404,nikon,"['nikon', 'coolpix', 's3300']",16,2.7
www.shopmania.in//1054,canon,"['canon', 'powershot', 'sx260', 'hs']",1,3
www.shopmania.in//962,sony,"['sony', 'nex5t', 'body', 'sony', 'nex5t', 'body']",16,3
www.shopmania.in//1541,sony,"['sony', 'dscw520']",14,2.7
www.shopmania.in//1111,canon,"['canon', 'eos', '1100d', 'kit', '1855mm']",2,2.7
www.shopmania.in//1003,nikon,"['nikon', 'd5200', 'kit', '1855mm']",1,3
www.shopmania.in//1453,nikon,"['nikon', 's2600']",14,2.7
www.shopmania.in//1146,sony,"['sony', 'slta65', 'kit', '1855mm']",3,3
www.shopmania.in//1516,kodak,"['kodak', 'easyshare', 'c195', 'kodak', 'easyshare', 'c195']",14,2
www.shopmania.in//1701,sony,"['sony', 'slta77', 'body']",7,3
www.shopmania.in//1351,olympus,"['olympus', 'pen', 'epl1', 'kit', '1442mm', 'olympus', 'pen', 'epl1', 'kit', '1442mm']",3,2.7
www.shopmania.in//671,olympus,"['olympus', 'xz1']",10,3
www.shopmania.in//1214,samsung,"['samsung', 'wb200f']",2,3
www.shopmania.in//1097,nikon,"['nikon', 'coolpix', 'p7700']",2,3
www.shopmania.in//1078,canon,"['canon', 'powershot', 'a495', 'canon', 'powershot', 'a495']",10,2.5
www.shopmania.in//1428,olympus,"['olympus', 'sp810uz', 'olympus', 'sp810uz']",14,3
www.shopmania.in//1243,casio,"['casio', 'exilim', 'zoom', 'exz280', 'casio', 'exilim', 'zoom', 'exz280']",1,2.7
www.shopmania.in//626,canon,"['canon', 'powershot', 'g15']",1,3
www.shopmania.in//1490,nikon,"['nikon', 's3100', 'nikon', 's3100']",1,2.7
www.shopmania.in//1185,kodak,"['kodak', 'z990']",12,3
www.shopmania.in//919,canon,"['canon', 'ixus', '265', 'hs']",16,3
www.shopmania.in//1605,nikon,"['nikon', 'd90', 'kit', '18105mm']",3,3
www.shopmania.in//1039,kodak,"['kodak', 'az251']",16,
www.shopmania.in//1469,nikon,"['nikon', 'd3x', 'body']",5,3
www.shopmania.in//1347,nikon,"['nikon', 'coolpix', 's6800']",16,3
www.shopmania.in//688,panasonic,"['panasonic', 'lumix', 'dmczr1']",1,2.7
www.shopmania.in//1202,panasonic,"['panasonic', 'lumix', 'dmcts5', 'panasonic', 'lumix', 'dmcts5']",1,3
www.shopmania.in//667,sony,"['sony', 'cybershot', 'dscrx10']",20,3
www.shopmania.in//1652,general electric,"['general', 'electric', 'x500', 'general', 'electric', 'x500']",16,2.7
www.shopmania.in//1081,fujifilm,"['fujifilm', 'finepix', 'jv100', 'fujifilm', 'finepix', 'jv100']",2,2.7
