spec_id,short_descr,manufacturer,type,weight,megapixels,screen_size,dimensions
www.gosale.com//864,"['sony', 'cybershot', 'dscw120l', '72mp', 'digital', 'camera', '4x', 'optical', 'zoom', 'super', 'steady', 'shot', 'blue']",sony,,454.0,,,3.5h2.2w0.9d
www.gosale.com//464,"['nikon', 'coolpix', 's100', '16mp', 'cmos', 'digital', 'camera', '5x', 'zoom', 'black']",nikon,point shoot,,,,
www.gosale.com//885,"['samsung', 'nx300', '203mp', 'cmos', 'compact', 'interchangeable', 'lens', 'smart', 'wifi', 'digital', 'camera', '2050mm', 'lens', 'white']",samsung,other,,,,
www.gosale.com//1389,"['nikon', 'd700', '121mp', 'digital', 'slr', 'camera', 'body']",nikon,slr,2270.0,,,
www.gosale.com//1009,"['canon', 'efs', '55250mm', 'f4056', 'telephoto', 'zoom', 'lens', 'canon', 'digital', 'slr', 'cameras', '2044b002']",canon,slr,454.0,,,4.3h2.5w2.5d
www.gosale.com//972,"['canon', 'powershot', 'a560', '71mp', 'digital', 'camera', '4x', 'optical', 'zoom']",canon,,908.0,,,
www.gosale.com//859,"['pentax', 'kx', 'digital', 'slr', '124mp', '1855mm', 'f3556', 'al', 'lens', 'kit', 'black']",pentax,point shoot,,12.4,,
www.gosale.com//1452,"['panasonic', 'lumix', 'dmczs20', '141mp', 'digital', 'camera', '20x', 'zoom', 'black']",panasonic,point shoot,,,,
www.gosale.com//1108,"['fujifilm', 'finepix', 'real', '3d', 'w3', 'battery', 'kit', 'includes', 'extended', 'replacement', 'np50', '1100', 'mah', 'battery', 'deluxe', 'hard', 'case', 'lcd', 'clear', 'screen', 'protectors', 'bp', 'microfiber', 'cloth']",butterflyphoto,,,,,
www.gosale.com//1284,"['pentax', 'mx1', '12mp', 'digital', 'camera', '4x', 'zoom', 'silver']",pentax,point shoot,,,,
www.gosale.com//888,"['nikon', 'd80', '102mp', 'digital', 'slr', 'camera', 'kit', '1855mm', 'ed', 'afs', 'dx', 'zoomnikkor', 'lens']",nikon,slr,2270.0,,,
www.gosale.com//743,"['nikon', 'd4s', '162mp', 'cmos', 'fx', 'digital', 'slr', 'body']",nikon,slr,,,,
www.gosale.com//1107,"['tripod', 'kit', 'canon', 'sx30is', 'sx30', 'digital', 'camera', 'includes', '67', 'inch', 'monopod', 'clear', 'lcd', 'screen', 'protectors']",butterflyphoto,,,,,
www.gosale.com//1477,"['samsung', 'pl200', '142mp', 'digital', 'camera', '7x', 'zoom', 'hd', 'video']",samsung,,,14.2,3.0,
www.gosale.com//1401,"['sony', 'alpha', 'nex7', 'interchangeable', 'lens', 'digital', 'camera', 'w1855mm', 'lens', 'black', '32gb', 'sdhc', 'memory', '2', 'extended', 'life', 'batteries', '3', 'piece', 'filter', 'kit', 'usb', 'card', 'reader', 'memory', 'card', 'wallet', 'shock', 'proof', 'deluxe', 'case', 'full', 'size', 'tripod', 'accessory', 'saver', 'bundle']",sony,,,,,
www.gosale.com//794,"['canon', 'eos', '5d', 'mark', 'ii', '211mp', 'digital', 'slr', 'camera', 'ef', '24105mm', 'f4', 'l', 'usm', 'lens']",canon,slr,,,,
www.gosale.com//1145,"['olympus', 'sp560uz', '8mp', 'digital', 'camera', 'dual', 'image', 'stabilized', '18x', 'optical', 'zoom']",olympus,,908.0,,,
www.gosale.com//1134,"['sony', 'cybershot', 'dsctx30b', '18mp', 'digital', 'camera', '5x', 'zoom', 'black']",sony,point shoot,,,,
www.gosale.com//906,"['sony', 'cybershot', 'dscs730', '72mp', 'digital', 'camera', '3x', 'optical', 'zoom']",sony,,454.0,,,
www.gosale.com//523,"['canon', 'powershot', 'sd1400', 'digital', 'elph', '141mp', 'digital', 'camera', '4x', 'wide', 'angle', 'zoom', 'black']",canon,point shoot,,14.1,2.7,
www.gosale.com//1443,"['sony', 'cybershot', 'dsct300', '101mp', 'digital', 'camera', '5x', 'optical', 'zoom', 'super', 'steady', 'shot', 'silver']",sony,,454.0,,,
www.gosale.com//1239,"['canon', 'powershot', 'sd790is', '10mp', 'digital', 'camera', '3x', 'optical', 'image', 'stabilized', 'zoom']",canon,,908.0,,,3.6h2.2w0.8d
www.gosale.com//479,"['nikon', 'd5100', '162mp', 'dslr', 'camera', 'kit', '1855mm', 'vr', '55200mm', 'vr', 'lens']",nikon,,,,,
www.gosale.com//1139,"['fujifilm', 'x100', 'import', '123', 'mp', 'apsc', 'cmos', 'exr', 'digital', 'camera', 'kit', 'wsp', 'leather', 'case', '4gb', 'card', 'mini', 'tripod', 'cleaning', 'kit']",fuji photo film,,,,,
www.gosale.com//497,"['nikon', 'coolpix', 'l320', '161mp', 'digital', 'camera', '26x', 'optical', 'zoom']",nikon,,,,,
www.gosale.com//601,"['pentax', 'kr', '124mp', 'digital', 'slr', 'camera', 'black', 'body']",pentax,slr,,12.4,3.0,
www.gosale.com//1033,"['sony', 'alpha', 'slta77', 'dslr', 'digital', 'camera', 'body', 'package', '6']",sony,,,,,
www.gosale.com//602,"['panasonic', 'lumix', 'dmcfs3a', '81mp', 'digital', 'camera', '3x', 'mega', 'optical', 'zoom', 'baby', 'blue']",panasonic,,454.0,,,
www.gosale.com//1358,"['panasonic', 'lumix', 'dmcfh25', '161mp', 'digital', 'camera', '8x', 'zoom', 'black']",panasonic,point shoot,,16.1,2.7,
www.gosale.com//822,"['leica', 'dlux', '3', '10mp', 'digital', 'camera', '4x', 'wide', 'angle', 'optical', 'image', 'stabilized', 'zoom', 'black']",leica camera,,454.0,,,
www.gosale.com//1078,"['olympus', 'tough', 'tg610', 'waterproof', '14mp', 'digital', 'camera', '5x', 'zoom', 'blue']",olympus,,,,,
www.gosale.com//543,"['canon', 'powershot', 'g16', '121mp', 'cmos', 'digital', 'camera', '5x', 'zoom', '1080p', 'fullhd', 'video']",canon,point shoot,,,,
www.gosale.com//1497,"['canon', 'powershot', 'sd1100is', '8mp', 'digital', 'camera', '3x', 'optical', 'image', 'stabilized', 'zoom', 'gold']",canon,,454.0,,,3.4h0.9w2.2d
www.gosale.com//1445,"['canon', 'powershot', 'sx510', 'hs', '121mp', 'digital', 'camera', '30x', 'zoom', '1080p', 'video']",canon,point shoot,,,,
www.gosale.com//400,"['sony', 'alpha', 'a7s', 'fullframe', '122mp', 'digital', 'camera', '4k', 'ultra', 'hd', 'video', 'body']",sony,slr,,,,
www.gosale.com//775,"['olympus', 'pen', 'ep3', '123mp', 'live', 'mos', 'camera', '17mm', 'lens', 'silver']",olympus,slr,,,,
www.gosale.com//583,"['accessory', 'saver', '16gb', 'fujifilm', 'finepix', 's1500', 's1800', 's2000hd', 's2100hd', 's2500hd', 's2550hd', 's2700hd', 's2800hd', 's2950', 's3000', 's3100', 's3200', 's3300', 's3400', 's4000', 's4500', 'hs20', 'hs20exr', 'hs25', 'hs25exr', 'nimh', 'batterycharger', 'bundle', 'many', 'cameras', 'nikon', 'sony', 'canon', 'pentax']",bvi,,,,,
www.gosale.com//570,"['nikon', 'coolpix', '8700', '8mp', 'digital', 'camera', '8x', 'optical', 'zoom']",nikon,,1544.0,,,8.4h8.0w8.0d
www.gosale.com//476,"['canon', 'powershot', 'elph', '300', 'hs', '12mp', 'digital', 'camera', 'w', '1080p', 'hd', 'video', 'black']",canon,point shoot,,12.1,2.7,
www.gosale.com//1169,"['fujifilm', 'finepix', 'z10fd', '72mp', 'digital', 'camera', '3x', 'optical', 'zoom', 'hot', 'pink']",fuji photo film,,454.0,,,6.8h5.6w2.8d
www.gosale.com//1044,"['sony', 'cybershot', 'dscw330', '141mp', 'digital', 'camera', '4x', 'wide', 'angle', 'zoom', 'black']",sony,point shoot,,14.1,,
www.gosale.com//1367,"['canon', 'powershot', 'sx130', 'digital', 'camera', '8gb', 'bundle', 'includes', '8gb', 'high', 'speed', 'sd', 'memory', 'card', 'usb', '20', 'high', 'speed', 'card', 'reader', 'deluxe', 'carrying', 'case', 'mini', 'tripod', 'clear', 'lcd', 'screen', 'protectors']",butterflyphoto,,,,,
www.gosale.com//856,"['panasonic', 'lumix', 'dmcfz70', '161mp', 'digital', 'camera', '60x', 'zoom']",panasonic,point shoot,,,,
www.gosale.com//1207,"['tripod', 'kit', 'canon', 'sx30is', 'sx30', 'digital', 'camera', 'includes', '52', 'inch', 'pro', 'tripod', '67', 'inch', 'monopod', 'gripster', 'flexible', 'tripod']",butterflyphoto,,,,,
www.gosale.com//1475,"['canon', 'eos', '6d', 'digital', 'slr', 'camera', '2', 'lens', 'kit', '24105mm', '70300mm', '24', 'gb']",gid,,,,,
www.gosale.com//741,"['fujifilm', 'finepix', 'real', '3d', 'w3', 'essentials', 'accessory', 'kit', 'includes', '32gb', 'high', 'speed', 'sd', 'memory', 'card', 'extended', 'replacement', 'np50', '1100', 'mah', 'battery', 'acdc', 'rapid', 'travel', 'battery', 'charger', 'mini', 'hdmi', 'hdmi', 'cable', 'mini', 'tripod']",butterflyphoto,,,,,
