spec_id,dimensions,weight
www.walmart.com//741,2.5h2.4w4.2d,885.0
www.walmart.com//604,2.8h2.6w4.5d,1067.0
www.walmart.com//716,1.0h3.0w4.0d,454.0
www.walmart.com//653,2.1h3.7w0.9d,318.0
www.walmart.com//700,2.4h1.4w4.0d,726.0
www.walmart.com//645,1.0h3.0w4.0d,454.0
www.walmart.com//757,0.7h2.4w3.9d,327.0
www.walmart.com//612,2.9h3.2w4.3d,908.0
www.walmart.com//665,8.8h13.8w14.1d,3019.0
www.walmart.com//720,4.1h5.7w6.0d,681.0
www.walmart.com//632,2.7h4.1w3.2d,636.0
www.walmart.com//798,1.0h2.6w4.5d,908.0
www.walmart.com//777,0.8h2.4w4.0d,454.0
www.walmart.com//624,2.8h3.1w4.5d,908.0
www.walmart.com//761,1.0h3.0w4.0d,454.0
www.walmart.com//809,3.0h4.2w5.3d,2928.0
www.walmart.com//673,0.9h2.3w3.9d,386.0
www.walmart.com//736,3.0h3.0w5.0d,454.0
www.walmart.com//608,6.0h7.4w9.9d,1362.0
www.walmart.com//649,0.8h2.4w4.0d,454.0
www.walmart.com//750,2.7h4.3w1.4d,863.0
www.walmart.com//615,3.3h4.9w5.8d,2111.0
www.walmart.com//707,2.5h1.4w4.4d,681.0
www.walmart.com//642,3.1h3.9w5.1d,1771.0
www.walmart.com//711,2.0h3.0w4.0d,454.0
www.walmart.com//654,3.9h4.9w3.0d,12984.0
www.walmart.com//746,3.8h4.1w5.1d,885.0
www.walmart.com//802,2.8h3.1w4.5d,908.0
www.walmart.com//678,0.8h2.4w4.2d,340.0
www.walmart.com//697,3.6h3.3w4.9d,1090.0
www.walmart.com//156,2.7h2.9w4.5d,681.0
www.walmart.com//793,3.4h3.5w4.9d,1044.0
www.walmart.com//639,2.5h1.4w4.7d,822.0
www.walmart.com//681,1.0h2.6w4.5d,908.0
www.walmart.com//619,3.9h3.1w5.2d,3178.0
www.walmart.com//160,2.7h2.9w4.5d,681.0
www.walmart.com//658,3.9h5.2w3.0d,1621.0
www.walmart.com//674,2.4h4.1w1.0d,272.0
www.walmart.com//731,3.0h4.0w6.0d,2315.0
www.walmart.com//789,5.9h7.2w9.8d,1680.0
www.walmart.com//623,5.4h6.5w8.7d,1884.0
www.walmart.com//766,7.0h3.0w8.0d,454.0
www.walmart.com//635,1.2h2.4w3.8d,2252.0
www.walmart.com//727,2.0h3.0w4.0d,454.0
www.walmart.com//663,2.0h3.0w4.0d,454.0
www.walmart.com//726,4.1h5.5w3.1d,2043.0
www.walmart.com//771,3.6h3.4w4.9d,908.0
www.walmart.com//788,3.1h4.7w2.0d,6606.0
www.walmart.com//622,2.2h0.9w3.9d,422.0
www.walmart.com//767,3.8h1.9w5.0d,976.0
www.walmart.com//675,3.9h9.8w5.5d,1099.0
www.walmart.com//730,3.9h3.3w4.8d,7114.0
www.walmart.com//659,2.4h4.1w1.0d,272.0
www.walmart.com//161,3.1h3.9w5.2d,1861.0
www.walmart.com//618,2.5h0.5w3.5d,
www.walmart.com//680,0.7h2.3w3.7d,227.0
www.walmart.com//638,2.3h1.5w4.0d,613.0
www.walmart.com//784,2.1h3.1w0.7d,2701.0
www.walmart.com//157,4.3h5.7w7.5d,953.0
www.walmart.com//696,1.0h2.6w4.5d,908.0
www.walmart.com//803,2.2h0.9w3.6d,431.0
www.walmart.com//747,3.1h3.9w5.1d,1771.0
www.walmart.com//602,8.1h7.3w10.3d,1634.0
www.walmart.com//710,1.0h2.6w4.5d,908.0
www.walmart.com//655,2.9h3.2w4.3d,908.0
www.walmart.com//706,2.5h4.6w1.4d,1044.0
www.walmart.com//643,4.1h5.5w3.1d,1860.0
www.walmart.com//751,0.8h2.8w5.1d,654.0
www.walmart.com//614,2.4h5.6w5.8d,436.0
