spec_id,brand,megapixels,screen_size,weight
www.ebay.com//59563,nikon,24.3,3.0,
www.ebay.com//45540,nikon,10.1,3.0,
www.ebay.com//47087,canon power shot sx130,,,
www.ebay.com//59099,nikon,16.0,4.0,
www.ebay.com//54351,nikon,12.3,3.0,
www.ebay.com//53494,canon,18.1,3.0,
www.ebay.com//48372,nikon,12.1,3.0,
www.ebay.com//44701,canon,8.0,2.0,
www.ebay.com//59830,nikon,24.2,3.0,
www.ebay.com//58722,olympus,12.0,3.0,
www.ebay.com//45813,fujifilm,5.1,,
www.ebay.com//55110,nikon,16.0,3.0,
www.ebay.com//57087,nikon,16.1,3.0,
www.ebay.com//58372,sharper image,,45.0,22019.0
www.ebay.com//44351,canon,15.1,3.0,
www.ebay.com//24950,pyle-sport,12.0,2.0,
www.ebay.com//43494,kodak,4.0,2.0,
www.ebay.com//47984,canon,22.3,3.0,
www.ebay.com//58688,sony,7.2,2.0,
www.ebay.com//55540,samsung,5.0,2.0,
www.ebay.com//46946,nikon,16.0,3.0,
www.ebay.com//47654,canon,18.0,3.0,
www.ebay.com//45669,panasonic,12.1,3.0,
www.ebay.com//54582,nikon,12.0,3.0,
www.ebay.com//53247,canon,18.0,3.0,454.0
www.ebay.com//54078,nikon,6.1,,
www.ebay.com//56045,nikon,6.1,2.0,
www.ebay.com//42456,gopro,10.0,,
www.ebay.com//45393,nikon,24.1,3.0,
www.ebay.com//24680,sony,1.3,2.0,
www.ebay.com//47204,nikon,16.2,3.0,
www.ebay.com//45239,canon,,,
www.ebay.com//53617,sony,16.2,3.0,
www.ebay.com//52905,canon,20.2,3.0,
www.ebay.com//54428,panasonic,16.0,,
www.ebay.com//60874,samsung,20.3,,
www.ebay.com//56415,kodak,4.0,2.0,
www.ebay.com//42006,canon,18.0,3.0,
www.ebay.com//44078,oregon scientific,,,
www.ebay.com//46045,leica,10.1,2.0,
www.ebay.com//55393,nikon,12.0,3.0,
www.ebay.com//48958,magellan,,,
www.ebay.com//55669,svp,,,
www.ebay.com//60527,canon,18.0,3.0,
www.ebay.com//56946,bell & howell,12.0,3.0,
www.ebay.com//44582,canon,18.0,3.0,
www.ebay.com//43247,canon,12.2,,
www.ebay.com//25091,canon,10.0,2.0,
www.ebay.com//44428,samsung,8.1,2.0,
www.ebay.com//46415,kodak,6.1,2.0,
www.ebay.com//60177,kodak,9.2,2.0,
www.ebay.com//57204,casio,6.0,2.0,118.0
www.ebay.com//55239,canon,12.2,3.0,
www.ebay.com//43617,canon,10.1,3.0,
www.ebay.com//57711,sony,,40.0,
www.ebay.com//60462,nikon,14.1,3.0,
www.ebay.com//43302,fujifilm,9.2,2.0,
www.ebay.com//23903,precision,,,
www.ebay.com//46100,bell & howell,12.0,3.0,
www.ebay.com//60198,kodak,5.0,2.0,
www.ebay.com//60032,olympus,8.0,3.0,
www.ebay.com//57341,samsung,,55.0,
www.ebay.com//44097,canon,10.0,2.0,
www.ebay.com//46550,canon,18.0,3.0,
www.ebay.com//55686,sony,4.0,2.0,
www.ebay.com//54994,canon,10.0,,
www.ebay.com//56100,nikon,,,
www.ebay.com//42513,canon,15.1,3.0,
www.ebay.com//46803,fujifilm,12,,
www.ebay.com//47711,canon,18.0,3.0,
www.ebay.com//53302,canon,16.1,3.0,
www.ebay.com//56550,sony,0.4,,
www.ebay.com//24395,canon,16.7,2.0,
www.ebay.com//44994,nikon,,,
www.ebay.com//45686,canon,,,
www.ebay.com//42143,olympus,8.0,2.0,
www.ebay.com//53752,canon,4.2,2.0,
www.ebay.com//54097,sony,0.4,2.0,
www.ebay.com//52840,canon,8.2,2.0,
www.ebay.com//45413,nikon,16.2,3.0,301.0
www.ebay.com//59430,canon,8.2,2.0,
www.ebay.com//24100,kodak,16.0,3.0,
www.ebay.com//48221,nikon,10.1,3.0,
www.ebay.com//54202,canon,18.0,3.0,
www.ebay.com//41903,mega pro,,,
www.ebay.com//24550,panasonic,12.1,3.0,
www.ebay.com//43894,samsung,16.2,3.0,
www.ebay.com//59060,canon,18.0,3.0,
www.ebay.com//45043,canon,6.5,2.0,
www.ebay.com//56395,canon,16.0,3.0,
www.ebay.com//53197,polaroid,12.0,3.0,
www.ebay.com//54652,fujifilm,16.0,3.0,
www.ebay.com//55940,kodak,10.2,3.0,
www.ebay.com//47584,canon,12.1,3.0,
www.ebay.com//24803,cobra,,,
www.ebay.com//44202,samsung,12.2,,
www.ebay.com//55413,nan,8.0,3.0,
www.ebay.com//45940,kodak,,,
www.ebay.com//58671,nikon,,,
www.ebay.com//43197,fuji,16.0,,
www.ebay.com//44652,pentax,6.0,2.0,
www.ebay.com//57584,canon,,,
www.ebay.com//55043,canon,10.1,2.0,
www.ebay.com//52786,nikon,36.3,3.0,
www.ebay.com//53894,samsung,14.0,3.0,
www.ebay.com//46395,sony,16.1,3.0,
www.ebay.com//60618,sony,20.2,3.0,
www.ebay.com//55556,pentax,16.0,3.0,
www.ebay.com//47992,polaroid,10.0,3.0,
www.ebay.com//46680,nikon,16.1,3.0,
www.ebay.com//43178,fujifilm,12.2,3.0,
www.ebay.com//44347,polaroid,6.0,2.0,
www.ebay.com//24946,nan,20.1,,
www.ebay.com//43482,sony,10.2,3.0,533.0
www.ebay.com//58364,samsung,,32.0,5902.0
www.ebay.com//57091,nikon,16.0,3.0,
www.ebay.com//52769,sony,7.2,2.0,
www.ebay.com//55106,nikon,12.1,,
www.ebay.com//60248,hp,2.1,2.0,
www.ebay.com//43528,canon,18.0,3.0,
www.ebay.com//58734,nan,,,
www.ebay.com//47838,canon,12.2,3.0,
www.ebay.com//45805,fujifilm,12.0,3.0,
www.ebay.com//44717,canon,14.1,3.0,
www.ebay.com//59826,nikon,24.1,3.0,
www.ebay.com//48364,fujifilm,16.2,3.0,
www.ebay.com//54347,pentax,16.0,3.0,
www.ebay.com//47091,nikon,8.0,2.0,
www.ebay.com//42769,canon,12.2,3.0,
www.ebay.com//42293,nikon,10.1,3.0,
www.ebay.com//45556,canon,12.2,3.0,
www.ebay.com//24045,leica,,,
www.ebay.com//59575,ge,14.0,3.0,
www.ebay.com//56680,canon,8.0,2.0,
www.ebay.com//53178,canon,,,
www.ebay.com//57992,canon,18.0,3.0,
www.ebay.com//54717,canon,,,
www.ebay.com//48734,vivitar,10.1,2.0,
www.ebay.com//57838,toshiba,,,
www.ebay.com//55805,olympus,3.2,2.0,
www.ebay.com//42339,canon,10.1,,
www.ebay.com//59125,canon,12.2,3.0,
www.ebay.com//24415,sony,4.0,2.0,
www.ebay.com//45106,argus,0.3,,
www.ebay.com//53528,leica,5.0,2.0,
www.ebay.com//43601,sony,3.2,2.0,
www.ebay.com//60161,hp,8.2,3.0,
www.ebay.com//46403,olympus,3.3,2.0,
www.ebay.com//44594,canon,16.0,,
www.ebay.com//43251,sony,1.6,2.0,
www.ebay.com//60531,nikon,3.2,,
www.ebay.com//57642,sharper image,,60.0,
www.ebay.com//55385,olympus,16.1,3.0,
www.ebay.com//46053,canon,18.0,3.0,
www.ebay.com//42010,nikon,24.2,3.0,
www.ebay.com//60862,panasonic,16.1,3.0,
www.ebay.com//56403,olympus,14.0,,
www.ebay.com//52913,sony,,,
www.ebay.com//53601,canon,21.1,3.0,
www.ebay.com//47212,sony,3.2,2.0,
www.ebay.com//42440,fujifilm,16.4,3.0,
www.ebay.com//45385,nikon,20.1,3.0,
www.ebay.com//56053,canon,18.0,3.0,
www.ebay.com//54594,panasonic,16.0,3.0,
www.ebay.com//53251,nikon,16.2,3.0,
www.ebay.com//47642,vivitar,,,
www.ebay.com//46950,kodak,7.1,2.0,
www.ebay.com//52856,canon,10.1,2.0,
www.ebay.com//53744,olympus,12.0,3.0,
www.ebay.com//54081,fujifilm,,,
www.ebay.com//24679,nikon,16.0,3.0,
www.ebay.com//59349,nikon,4.0,2.0,
www.ebay.com//47357,nikon,36.3,3.0,
www.ebay.com//45690,nikon,10.0,3.0,
www.ebay.com//42155,kodak,7.1,2.0,
www.ebay.com//24383,canon,18.0,3.0,
www.ebay.com//44982,panasonic,16.1,3.0,
www.ebay.com//56546,canon,8.2,2.0,
www.ebay.com//60927,ge,10.1,3.0,
www.ebay.com//48558,casio,7.2,3.0,
www.ebay.com//53314,canon,18.0,3.0,
www.ebay.com//47707,pentax,3.2,2.0,
www.ebay.com//59719,olympus,12.0,3.0,
www.ebay.com//24229,nikon,16.2,3.0,
www.ebay.com//46815,jlb,5.0,,
www.ebay.com//44828,canon,,,
www.ebay.com//48108,sony,,,
www.ebay.com//56116,canon,,,303.0
www.ebay.com//54982,panasonic,12.1,3.0,
www.ebay.com//55690,canon,10.1,2.0,
www.ebay.com//58558,canon,16.0,3.0,
www.ebay.com//25068,nikon,24.3,3.0,
www.ebay.com//46546,canon,15.1,3.0,
www.ebay.com//43744,olympus,12.3,3.0,
www.ebay.com//44081,nikon,20.1,3.0,
www.ebay.com//42856,canon,7.1,3.0,
www.ebay.com//60024,nan,,2.0,
www.ebay.com//46116,nikon,5.1,2.0,
www.ebay.com//58108,chobi,,1920.0,
www.ebay.com//43314,canon,18.0,3.0,
www.ebay.com//23915,sony,8.1,2.0,
www.ebay.com//56815,canon,16.0,,
www.ebay.com//54828,canon,4.0,2.0,
www.ebay.com//60474,leica,,,
www.ebay.com//57707,action,,5.0,
www.ebay.com//57029,nikon,10.1,3.0,
www.ebay.com//55014,nikon,36.3,3.0,
www.ebay.com//58626,svp,,,
www.ebay.com//44605,fujifilm,12.3,2.0,
www.ebay.com//59934,canon,8.0,2.0,
www.ebay.com//46638,canon,,,
www.ebay.com//55444,olympus,12.0,3.0,
www.ebay.com//47880,nikon,6.0,2.0,
www.ebay.com//44255,canon,16.0,3.0,
www.ebay.com//43590,fujifilm,3.1,2.0,
www.ebay.com//24854,nikon,16.0,3.0,147.0
www.ebay.com//46268,pentax,12.4,3.0,516.0
www.ebay.com//57183,vivitar,2.8,,
www.ebay.com//53969,nikon,12.1,3.0,
www.ebay.com//54605,panasonic,16.1,3.0,
www.ebay.com//48626,canon,14.1,3.0,
www.ebay.com//55917,canon,12.8,2.0,
www.ebay.com//59037,sony,14.2,3.0,
www.ebay.com//24507,panasonic,10.1,3.0,
www.ebay.com//47029,nan,,,
www.ebay.com//48276,nikon,12.3,3.0,
www.ebay.com//54255,nikon,36.3,3.0,
www.ebay.com//53590,sony,1.3,2.0,
www.ebay.com//56268,fujifilm,5.1,,
www.ebay.com//41954,canon,8.2,2.0,
www.ebay.com//47479,canon,4.0,2.0,
www.ebay.com//45444,kodak,2.1,2.0,
www.ebay.com//24157,kodak,12.0,2.0,
www.ebay.com//56792,olympus,14.0,3.0,
www.ebay.com//57880,canon,20.2,3.0,
www.ebay.com//43986,fujifilm,12.3,3.0,
www.ebay.com//24442,horseman,,,
www.ebay.com//59172,nikon,16.2,3.0,
www.ebay.com//45151,nikon,8.0,2.0,
www.ebay.com//42694,pentax,7.0,2.0,
www.ebay.com//48299,canon,10.0,3.0,
www.ebay.com//56287,canon,21.1,3.0,
www.ebay.com//53085,canon,16.0,3.0,
www.ebay.com//54740,canon,16.0,3.0,
www.ebay.com//47496,canon,10.0,3.0,
www.ebay.com//45501,nikon,8.0,2.0,
www.ebay.com//59522,canon,12.8,2.0,
www.ebay.com//24012,canon,10.1,2.0,
www.ebay.com//48333,sony,24.3,3.0,
www.ebay.com//54310,canon,12.2,3.0,495.0
www.ebay.com//58763,fujifilm,16.0,3.0,
www.ebay.com//43085,panasonic,5.0,2.0,
www.ebay.com//59871,sony,2.0,2.0,
www.ebay.com//44740,canon,18.0,3.0,
www.ebay.com//57496,canon,16.1,3.0,
www.ebay.com//55151,canon,18.1,3.0,
www.ebay.com//52694,sony,14.1,,
www.ebay.com//53986,canon,14.1,3.0,
www.ebay.com//46287,nikon,12.1,3.0,
www.ebay.com//24911,fujifilm,12.0,3.0,
www.ebay.com//58333,canon,16,,
www.ebay.com//55501,sony,20.4,3.0,661.0
www.ebay.com//53206,nikon,12.1,3.0,
www.ebay.com//45628,sony,14.1,3.0,
www.ebay.com//58919,nikon,36.3,3.0,
www.ebay.com//47615,canon,18.0,3.0,
www.ebay.com//46907,canon,18.0,3.0,
www.ebay.com//42417,canon,18.0,3.0,
www.ebay.com//54039,vivitar,5.2,,
www.ebay.com//52944,panasonic,16.1,3.0,
www.ebay.com//53656,samsung,14.2,3.0,
www.ebay.com//54193,fujifilm,12.0,,
www.ebay.com//45278,panasonic,10.1,3.0,
www.ebay.com//47245,intova,12.0,2.0,
www.ebay.com//45782,nan,8.0,,
www.ebay.com//42047,kobian group,5.0,2.0,
www.ebay.com//24291,canon,8.2,2.0,
www.ebay.com//44890,philips,0.1,,
www.ebay.com//56454,nikon,12.3,3.0,
www.ebay.com//54469,sony,5.1,2.0,
www.ebay.com//60835,fujifilm,16.0,3.0,
www.ebay.com//46004,sony,10.3,2.0,
www.ebay.com//44039,logitech,8.0,,
www.ebay.com//43206,nikon,5.1,2.0,
www.ebay.com//56907,ge,16.1,,
www.ebay.com//60566,nikon,20.1,3.0,130.0
www.ebay.com//55628,nikon,16.0,,
www.ebay.com//57615,nikon,14.0,3.0,
www.ebay.com//54890,nikon,7.1,2.0,
www.ebay.com//55782,canon,18.0,3.0,
www.ebay.com//46454,ge,16.0,3.0,
www.ebay.com//44469,samsung,14.2,3.0,
www.ebay.com//43656,kodak,8.0,,
www.ebay.com//44193,polaroid,10.0,3.0,
www.ebay.com//42944,sony,1.3,,
www.ebay.com//55278,sony,20.4,3.0,
www.ebay.com//57245,sony,,,
www.ebay.com//60136,nikon,12.3,3.0,
www.ebay.com//23942,vivitar,0.3,2.0,
www.ebay.com//44486,pentax,16.3,3.0,
www.ebay.com//43343,sony,10.1,,
www.ebay.com//60423,midland,,,
www.ebay.com//56842,canon,8.0,2.0,
www.ebay.com//46141,nikon,18.1,3.0,
www.ebay.com//43713,nikon,12.3,3.0,
www.ebay.com//42801,canon,6.3,2.0,
www.ebay.com//57300,olympus,12.3,3.0,
www.ebay.com//60073,nikon,10.0,4.0,
www.ebay.com//60589,leica,10.1,3.0,
www.ebay.com//46511,sony,18.2,,
www.ebay.com//42552,canon,4.0,2.0,
www.ebay.com//45297,nikon,24.1,3.0,
www.ebay.com//56141,canon,18.0,3.0,205.0
www.ebay.com//54486,kodak,16.4,,
www.ebay.com//53343,canon,12.1,3.0,
www.ebay.com//47750,kodak,,,
www.ebay.com//46842,canon,10.1,2.0,
www.ebay.com//42102,nikon,16.1,3.0,
www.ebay.com//53713,canon,18.0,3.0,
www.ebay.com//53504,nikon,2.0,2.0,
www.ebay.com//59109,nikon,10.0,4.0,
www.ebay.com//24439,canon,10.0,,
www.ebay.com//47117,sony,18.2,3.0,
www.ebay.com//42315,panasonic,14.1,3.0,
www.ebay.com//56706,canon,16.1,3.0,
www.ebay.com//48718,panasonic,7.2,2.0,
www.ebay.com//54691,canon,2.0,2.0,
www.ebay.com//53154,canon,14.7,3.0,
www.ebay.com//55983,canon,,,
www.ebay.com//47547,canon,12.1,2.0,
www.ebay.com//24069,ge,14.1,3.0,
www.ebay.com//59559,fujifilm,16.3,3.0,
www.ebay.com//24593,canon,12.1,3.0,
www.ebay.com//43857,innovage,,,
www.ebay.com//42745,olympus,4.0,2.0,
www.ebay.com//45080,olympus,4.0,2.0,
www.ebay.com//48348,olympus,14.0,3.0,
www.ebay.com//56356,canon,,,
www.ebay.com//58718,nikon,24.3,3.0,
www.ebay.com//47814,nikon,24.3,3.0,
www.ebay.com//45829,olympus,5.1,2.0,
www.ebay.com//46706,olympus,8.0,2.0,
www.ebay.com//43504,nikon,8.0,,
www.ebay.com//57117,polaroid,7.0,3.0,
www.ebay.com//52745,canon,18.0,3.0,
www.ebay.com//55080,nikon,12.3,3.0,
www.ebay.com//53857,kodak,5,,
www.ebay.com//46356,fujifilm,12.0,3.0,
www.ebay.com//58348,samsung,,,
www.ebay.com//45983,canon,5.0,2.0,
www.ebay.com//44691,panasonic,12.1,3.0,
www.ebay.com//43154,nikon,24.1,3.0,
www.ebay.com//60634,olympus,3.3,2.0,
www.ebay.com//57547,vizio,,39.0,
www.ebay.com//24985,kodak,,,
www.ebay.com//43441,olympus,2.5,,
www.ebay.com//44384,canon,18.0,3.0,
www.ebay.com//57052,sony,16.2,3.0,
www.ebay.com//60321,canon,7.1,3.0,
www.ebay.com//55595,fujifilm,16.0,3.0,
www.ebay.com//47951,nikon,24.2,3.0,
www.ebay.com//46643,toshiba,2.3,2.0,
www.ebay.com//43011,fujifilm,12.9,2.0,
www.ebay.com//60771,ricoh,2.0,,
www.ebay.com//57402,canon,14.1,3.0,
www.ebay.com//46213,sony,16.2,3.0,
www.ebay.com//45595,ge,16.0,3.0,
www.ebay.com//42250,gopro,,,
www.ebay.com//24086,polaroid,14.1,3.0,
www.ebay.com//56643,nikon,24.1,3.0,555.0
www.ebay.com//57951,"vizio, inc.",,42.0,
www.ebay.com//53441,sony,20.2,3.0,
www.ebay.com//54384,fujifilm,12.3,3.0,
www.ebay.com//41885,canon,7.1,3.0,
www.ebay.com//47052,vivitar,,,
www.ebay.com//43912,sony,,,
www.ebay.com//42600,sony,20.1,3.0,
www.ebay.com//56213,vivitar,16.1,,
www.ebay.com//53011,canon,,,
www.ebay.com//47402,canon,8.0,2.0,
www.ebay.com//56839,pentax,6.0,,
www.ebay.com//54804,casio,6.0,2.0,225.0
www.ebay.com//60458,pentax,40,,
www.ebay.com//55716,kodak,8.1,3.0,
www.ebay.com//23939,nikon,24.1,3.0,
www.ebay.com//44107,sony,12.1,3.0,
www.ebay.com//58124,canon,18.0,3.0,
www.ebay.com//55346,sony,18.2,3.0,
www.ebay.com//60008,nikon,16.2,3.0,
www.ebay.com//46090,nikon,16.2,3.0,
www.ebay.com//43768,nikon,12.1,3.0,
www.ebay.com//58574,sony,12.1,3.0,
www.ebay.com//25044,polaroid,3.0,2.0,
www.ebay.com//44557,canon,10.0,3.0,
www.ebay.com//23893,fujifilm,6.3,2.0,
www.ebay.com//56993,samsung,14.2,3.0,
www.ebay.com//57681,nikon,,,
www.ebay.com//48124,canon,18.0,3.0,
www.ebay.com//54107,olympus,14.0,3.0,
www.ebay.com//59735,leica,,,
www.ebay.com//24205,olympus,10.1,3.0,
www.ebay.com//46839,nikon,6,,
www.ebay.com//44804,canon,18.0,3.0,205.0
www.ebay.com//53338,easypix,5.0,2.0,
www.ebay.com//53292,canon,14.1,3.0,
www.ebay.com//54557,nikon,10.2,,
www.ebay.com//48574,fujifilm,16.4,3.0,
www.ebay.com//47681,fujifilm,16.0,3.0,
www.ebay.com//42179,canon,16.1,3.0,
www.ebay.com//46993,sony,16.1,3.0,
www.ebay.com//24655,olympus,16.0,3.0,
www.ebay.com//45346,konica minolta,3.2,2.0,
www.ebay.com//42483,samsung,16.2,3.0,
www.ebay.com//56090,panasonic,16.0,3.0,
www.ebay.com//53768,canon,18.0,3.0,
www.ebay.com//58962,sanyo,14.0,3.0,
www.ebay.com//42196,nikon,10.2,2.0,
www.ebay.com//44941,nikon,10.2,3.0,
www.ebay.com//24340,kodak,16,,
www.ebay.com//59670,nikon,24.1,3.0,264.0
www.ebay.com//52895,panasonic,16.1,3.0,
www.ebay.com//48061,nan,12.0,2.0,
www.ebay.com//54042,canon,10.1,,
www.ebay.com//47394,sony,,,
www.ebay.com//59220,panasonic,1.3,2.0,
www.ebay.com//24710,nikon,14.1,3.0,
www.ebay.com//45203,sony,14.2,3.0,
www.ebay.com//54412,nikon,16.0,3.0,
www.ebay.com//48431,casio,4.0,2.0,
www.ebay.com//44042,fujifilm,,,
www.ebay.com//43787,kodak,5.0,2.0,
www.ebay.com//57394,nikon,36.3,3.0,
www.ebay.com//48962,olympus,12.3,3.0,
www.ebay.com//55653,sony,5.1,2.0,
www.ebay.com//46585,kodak,,,
www.ebay.com//25101,samsung,8.2,2.0,
www.ebay.com//58431,fujifilm,16.3,3.0,
www.ebay.com//44412,nikon,12.3,3.0,
www.ebay.com//55203,sony,9.1,3.0,
www.ebay.com//43103,sony,,,
www.ebay.com//60663,nikon,10.1,3.0,
www.ebay.com//57510,lg,,32.0,
www.ebay.com//52712,nikon,16.1,3.0,
www.ebay.com//53800,nikon,,,
www.ebay.com//60399,nikon,6.0,,
www.ebay.com//46301,canon,10.0,3.0,
www.ebay.com//24897,canon,10.0,3.0,
www.ebay.com//44296,nikon,36.3,3.0,
www.ebay.com//57140,fujifilm,8.2,2.0,
